id,name,type,location,criticality,owner,description,ip_address,os,software,processes,dependencies
IT-05087,Poste de Travail Portable - Dubaï,Poste de Travail Portable,"Dubaï, Émirats Arabes Unis",medium,Direction Financière,Poste de Travail Portable utilisé pour Finance et Comptabilité. Configuré avec Microsoft Office 365.,192.168.219.108,Windows 11 Entreprise,Microsoft Office 365,Gestion des Stocks,"IT-03030, IT-00579, IT-02427"
IT-05088,Poste de Travail Portable - Houston,Poste de Travail Portable,"Houston, États-Unis",medium,Direction Opérations,Poste de Travail Portable utilisé pour Approvisionnement. Configuré avec Microsoft Office 365.,192.168.222.130,Windows 11 Entreprise,Microsoft Office 365,Gestion des Équipages,"IT-01335, IT-04247, IT-04182"
IT-05089,Serveur - Amsterdam,Serveur,"Amsterdam, Pays-Bas",medium,Direction IT,Serveur hébergeant des applications critiques pour Ressources Humaines. Exécute PostgreSQL.,192.168.143.95,Windows Server 2022,SAP ERP,Gestion des Stocks,"IT-01916, IT-01230"
IT-05090,Pare-feu - Amsterdam,Pare-feu,"Amsterdam, Pays-Bas",low,Direction RH,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.157.232,FortiOS 7.4,FortiGate 2000E,"Approvisionnement, Gestion des Stocks","IT-00852, IT-01288, IT-00243"
IT-05091,Imprimante Réseau - Dubaï,Imprimante Réseau,"Dubaï, Émirats Arabes Unis",low,Direction Financière,Imprimante Réseau utilisé pour Douanes et Réglementations.,192.168.14.193,N/A,N/A,Approvisionnement,"IT-02219, IT-03794, IT-02567"
IT-05092,Serveur Applicatif - Dubaï,Serveur Applicatif,"Dubaï, Émirats Arabes Unis",critical,Direction Financière,Serveur Applicatif hébergeant des applications critiques pour Douanes et Réglementations. Exécute Docker.,192.168.64.132,N/A,Docker,"Analyse des Risques, Planification des Itinéraires, Communication Interne",IT-01558
IT-05093,Switch - Tokyo,Switch,"Tokyo, Japon",low,Direction Financière,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.98.14,Cisco Catalyst 9000,Cisco Catalyst 9000,"Gestion des Clients, Maintenance des Navires","IT-04007, IT-00413, IT-00594"
IT-05094,Douchette de Lecture - Rio de Janeiro,Douchette de Lecture,"Rio de Janeiro, Brésil",medium,Direction RH,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,"Suivi des Cargaisons, Gestion des Équipages, Ressources Humaines",IT-01366
IT-05095,Imprimante Réseau - Busan,Imprimante Réseau,"Busan, Corée du Sud",critical,Direction RH,Imprimante Réseau utilisé pour Gestion des Clients.,192.168.116.67,N/A,N/A,Gestion des Clients,
IT-05096,Station de Travail - Los Angeles,Station de Travail,"Los Angeles, États-Unis",high,Direction IT,Station de Travail utilisé pour Communication Interne.,192.168.227.235,N/A,N/A,"Gestion des Équipages, Douanes et Réglementations, Sécurité et Conformité","IT-02395, IT-01805, IT-03237"
IT-05097,Routeur - New York,Routeur,"New York, États-Unis",medium,Direction RH,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.212.130,Cisco IOS,Cisco 4000 Series,"Gestion des Équipages, Gestion des Clients","IT-01134, IT-04233, IT-00948"
IT-05098,Routeur - Busan,Routeur,"Busan, Corée du Sud",high,Direction IT,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.158.191,Cisco IOS,Cisco 4000 Series,"Analyse des Risques, Ressources Humaines",
IT-05099,Serveur de Bases de Données - Singapour,Serveur de Bases de Données,"Singapour, Singapour",medium,Direction Opérations,Serveur de Bases de Données hébergeant des applications critiques pour Approvisionnement. Stocke les données des clients. Capacité: 4 To.,192.168.150.247,N/A,PostgreSQL 14,Gestion des Équipages,
IT-05100,Routeur - Dubaï,Routeur,"Dubaï, Émirats Arabes Unis",low,Direction IT,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.7.64,Cisco IOS,Cisco 4000 Series,"Gestion des Réservations, Analyse des Risques, Approvisionnement","IT-01472, IT-03182"
IT-05101,Serveur de Bases de Données - Santos,Serveur de Bases de Données,"Santos, Brésil",medium,Direction IT,Serveur de Bases de Données hébergeant des applications critiques pour Finance et Comptabilité. Stocke les données des clients. Capacité: 9 To.,192.168.177.220,N/A,PostgreSQL 14,"Suivi des Cargaisons, Gestion des Clients, Maintenance des Navires",IT-02248
IT-05102,Serveur Web - Singapour,Serveur Web,"Singapour, Singapour",low,Direction IT,Serveur Web utilisé pour Gestion des Flottes.,192.168.32.207,N/A,Nginx,"Gestion des Flottes, Gestion des Clients, Gestion des Équipages",
IT-05103,Portique Numérique - Yokohama,Portique Numérique,"Yokohama, Japon",medium,Direction RH,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.90.41,Embedded Linux,Système de Contrôle Kalmar,Gestion des Équipages,"IT-02905, IT-02550"
IT-05104,Serveur Web - Houston,Serveur Web,"Houston, États-Unis",medium,Direction RH,Serveur Web utilisé pour Finance et Comptabilité.,192.168.15.64,N/A,Nginx,Approvisionnement,"IT-04186, IT-02431"
IT-05105,Portique Numérique - Hambourg,Portique Numérique,"Hambourg, Allemagne",low,Direction RH,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.106.139,Embedded Linux,Système de Contrôle Kalmar,Sécurité et Conformité,
IT-05106,Équipement Réseau - Ningbo,Équipement Réseau,"Ningbo, Chine",low,Direction Financière,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.172.14,FortiOS 7.4,Cisco IOS,"Planification des Itinéraires, Sécurité et Conformité, Gestion des Réservations",IT-02861
IT-05107,Switch - Singapour,Switch,"Singapour, Singapour",medium,Direction RH,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.237.226,Cisco Catalyst 9000,Cisco Catalyst 9000,Maintenance des Navires,IT-00181
IT-05108,Pare-feu - Busan,Pare-feu,"Busan, Corée du Sud",low,Direction Financière,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.237.44,FortiOS 7.4,FortiGate 2000E,"Finance et Comptabilité, Ressources Humaines, Gestion des Réservations","IT-02924, IT-04059"
IT-05109,Serveur - Singapour,Serveur,"Singapour, Singapour",medium,Direction Logistique,Serveur hébergeant des applications critiques pour Approvisionnement. Exécute PostgreSQL.,192.168.80.135,Linux (Ubuntu 20.04),SAP ERP,"Gestion des Équipages, Ressources Humaines, Gestion des Clients","IT-04041, IT-00261, IT-03066"
IT-05110,Switch - Yokohama,Switch,"Yokohama, Japon",low,Direction RH,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.81.24,Cisco Catalyst 9000,Cisco Catalyst 9000,Gestion des Flottes,"IT-03031, IT-01863, IT-00487"
IT-05111,Équipement Réseau - Santos,Équipement Réseau,"Santos, Brésil",high,Direction RH,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.2.54,FortiOS 7.4,Cisco IOS,"Maintenance des Navires, Douanes et Réglementations",IT-03928
IT-05112,Douchette de Lecture - Houston,Douchette de Lecture,"Houston, États-Unis",low,Direction IT,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,"Suivi des Cargaisons, Ressources Humaines, Gestion des Équipages","IT-01568, IT-04177"
IT-05113,Poste de Travail Portable - Dunkerque,Poste de Travail Portable,"Dunkerque, France",high,Direction Opérations,Poste de Travail Portable utilisé pour Suivi des Cargaisons. Configuré avec Microsoft Office 365.,192.168.169.247,Windows 11 Entreprise,Microsoft Office 365,"Gestion des Stocks, Gestion des Équipages, Approvisionnement",IT-04862
IT-05114,Station de Travail - Singapour,Station de Travail,"Singapour, Singapour",high,Direction RH,Station de Travail utilisé pour Douanes et Réglementations.,192.168.161.50,N/A,N/A,"Planification des Itinéraires, Finance et Comptabilité, Gestion des Flottes","IT-04001, IT-02908, IT-04035"
IT-05115,Serveur Web - Amsterdam,Serveur Web,"Amsterdam, Pays-Bas",low,Direction Logistique,Serveur Web utilisé pour Maintenance des Navires.,192.168.40.210,N/A,Apache HTTP Server,"Douanes et Réglementations, Approvisionnement",IT-04164
IT-05116,Serveur de Sauvegarde - Ningbo,Serveur de Sauvegarde,"Ningbo, Chine",medium,Direction Logistique,Serveur de Sauvegarde utilisé pour Gestion des Stocks.,192.168.191.26,N/A,Veeam Backup,"Analyse des Risques, Ressources Humaines",IT-04244
IT-05117,Portique Numérique - Rotterdam,Portique Numérique,"Rotterdam, Pays-Bas",medium,Direction Financière,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.88.145,Embedded Linux,Système de Contrôle Kalmar,"Gestion des Stocks, Gestion des Flottes, Gestion des Réservations",
IT-05118,Douchette de Lecture - Santos,Douchette de Lecture,"Santos, Brésil",high,Direction IT,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,"Approvisionnement, Gestion des Équipages","IT-01557, IT-01957, IT-05039"
IT-05119,Routeur - Santos,Routeur,"Santos, Brésil",low,Direction Financière,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.138.132,Cisco IOS,Cisco 4000 Series,"Gestion des Équipages, Gestion des Clients, Sécurité et Conformité",
IT-05120,Poste de Travail Portable - Rio de Janeiro,Poste de Travail Portable,"Rio de Janeiro, Brésil",medium,Direction Opérations,Poste de Travail Portable utilisé pour Gestion des Clients. Configuré avec Microsoft Office 365.,192.168.93.154,Windows 11 Entreprise,Microsoft Office 365,"Douanes et Réglementations, Gestion des Clients, Ressources Humaines","IT-00440, IT-04547, IT-00906"
IT-05121,Douchette de Lecture - Nantes,Douchette de Lecture,"Nantes, France",low,Direction Opérations,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,Gestion des Clients,IT-04755
IT-05122,Terminal d'Impression - Santos,Terminal d'Impression,"Santos, Brésil",low,Direction IT,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.146.167,N/A,Firmware Xerox v5.2,Suivi des Cargaisons,"IT-02370, IT-03299"
IT-05123,Poste de Travail Portable - Tokyo,Poste de Travail Portable,"Tokyo, Japon",high,Direction Opérations,Poste de Travail Portable utilisé pour Ressources Humaines. Configuré avec Microsoft Office 365.,192.168.223.7,Windows 11 Entreprise,Microsoft Office 365,"Communication Interne, Suivi des Cargaisons","IT-04544, IT-05053"
IT-05124,Serveur Web - Tokyo,Serveur Web,"Tokyo, Japon",critical,Direction IT,Serveur Web utilisé pour Suivi des Cargaisons.,192.168.117.67,N/A,Nginx,"Suivi des Cargaisons, Gestion des Flottes","IT-01722, IT-02512, IT-00889"
IT-05125,Serveur de Sauvegarde - Hambourg,Serveur de Sauvegarde,"Hambourg, Allemagne",high,Direction Logistique,Serveur de Sauvegarde utilisé pour Communication Interne.,192.168.58.87,N/A,Veeam Backup,Analyse des Risques,
IT-05126,Poste de Travail - Yokohama,Poste de Travail,"Yokohama, Japon",low,Direction Opérations,Poste de Travail utilisé pour Gestion des Flottes. Configuré avec PuTTY.,192.168.133.186,Windows 11 Entreprise,PuTTY,Finance et Comptabilité,"IT-03791, IT-03630"
IT-05127,Scanneur de Code-Barre - Hambourg,Scanneur de Code-Barre,"Hambourg, Allemagne",medium,Direction Financière,Scanneur de Code-Barre utilisé pour Finance et Comptabilité.,N/A,N/A,Zebra DS9908,"Communication Interne, Gestion des Flottes, Suivi des Cargaisons","IT-00575, IT-04753"
IT-05128,Serveur Web - Singapour,Serveur Web,"Singapour, Singapour",low,Direction IT,Serveur Web utilisé pour Planification des Itinéraires.,192.168.179.228,N/A,Nginx,"Gestion des Équipages, Planification des Itinéraires, Gestion des Stocks",
IT-05129,Routeur - Rio de Janeiro,Routeur,"Rio de Janeiro, Brésil",high,Direction Logistique,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.121.242,Cisco IOS,Cisco 4000 Series,"Suivi des Cargaisons, Planification des Itinéraires",
IT-05130,Poste de Travail - Busan,Poste de Travail,"Busan, Corée du Sud",high,Direction Financière,Poste de Travail utilisé pour Gestion des Équipages. Configuré avec Microsoft Office 365.,192.168.77.217,macOS Monterey,PuTTY,"Communication Interne, Gestion des Équipages, Gestion des Clients","IT-02362, IT-03254, IT-03249"
IT-05131,Serveur de Bases de Données - Dubaï,Serveur de Bases de Données,"Dubaï, Émirats Arabes Unis",medium,Direction IT,Serveur de Bases de Données hébergeant des applications critiques pour Gestion des Équipages. Stocke les données des clients. Capacité: 3 To.,192.168.226.163,N/A,Oracle Database 19c,Ressources Humaines,
IT-05132,Switch - Brême,Switch,"Brême, Allemagne",medium,Direction IT,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.234.11,Cisco Catalyst 9000,Cisco Catalyst 9000,"Gestion des Clients, Ressources Humaines",IT-03631
IT-05133,Routeur - Santos,Routeur,"Santos, Brésil",medium,Direction RH,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.117.36,Cisco IOS,Cisco 4000 Series,"Planification des Itinéraires, Gestion des Équipages, Douanes et Réglementations",IT-01404
IT-05134,Portique Numérique - Rio de Janeiro,Portique Numérique,"Rio de Janeiro, Brésil",high,Direction Logistique,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.108.133,Embedded Linux,Système de Contrôle Kalmar,"Suivi des Cargaisons, Gestion des Équipages, Planification des Itinéraires","IT-02079, IT-01474, IT-00926"
IT-05135,Serveur de Bases de Données - Singapour,Serveur de Bases de Données,"Singapour, Singapour",high,Direction IT,Serveur de Bases de Données hébergeant des applications critiques pour Communication Interne. Stocke les données des clients. Capacité: 9 To.,192.168.51.162,N/A,Oracle Database 19c,"Maintenance des Navires, Analyse des Risques","IT-04113, IT-01477, IT-01061"
IT-05136,Station de Travail - Brême,Station de Travail,"Brême, Allemagne",critical,Direction Opérations,Station de Travail utilisé pour Communication Interne.,192.168.167.209,N/A,N/A,Gestion des Stocks,
IT-05137,Imprimante Réseau - Nantes,Imprimante Réseau,"Nantes, France",low,Direction Logistique,Imprimante Réseau utilisé pour Planification des Itinéraires.,192.168.194.222,N/A,N/A,Douanes et Réglementations,"IT-02329, IT-04233, IT-02098"
IT-05138,Serveur de Fichiers - Dubaï,Serveur de Fichiers,"Dubaï, Émirats Arabes Unis",high,Direction Financière,Serveur de Fichiers utilisé pour Suivi des Cargaisons.,192.168.166.210,N/A,Samba,"Ressources Humaines, Gestion des Stocks, Suivi des Cargaisons","IT-02983, IT-01027"
IT-05139,Serveur Applicatif - Le Havre,Serveur Applicatif,"Le Havre, France",high,Direction Financière,Serveur Applicatif hébergeant des applications critiques pour Sécurité et Conformité. Exécute Docker.,192.168.156.26,N/A,Docker,"Communication Interne, Gestion des Réservations",IT-01960
IT-05140,Scanneur de Code-Barre - Singapour,Scanneur de Code-Barre,"Singapour, Singapour",high,Direction Opérations,Scanneur de Code-Barre utilisé pour Ressources Humaines.,N/A,N/A,Zebra DS9908,Maintenance des Navires,IT-03510
IT-05141,Poste de Travail - New York,Poste de Travail,"New York, États-Unis",medium,Direction RH,Poste de Travail utilisé pour Analyse des Risques. Configuré avec Microsoft Office 365.,192.168.146.245,Windows 11 Entreprise,Microsoft Office 365,"Approvisionnement, Gestion des Clients",IT-00075
IT-05142,Équipement Réseau - Shenzhen,Équipement Réseau,"Shenzhen, Chine",critical,Direction Financière,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.216.230,Cisco IOS,Cisco IOS,Maintenance des Navires,"IT-03969, IT-00352, IT-00464"
IT-05143,Serveur de Bases de Données - Santos,Serveur de Bases de Données,"Santos, Brésil",critical,Direction RH,Serveur de Bases de Données hébergeant des applications critiques pour Maintenance des Navires. Stocke les données des clients. Capacité: 1 To.,192.168.126.249,N/A,Oracle Database 19c,Approvisionnement,"IT-02981, IT-04708, IT-04572"
IT-05144,Serveur - Brême,Serveur,"Brême, Allemagne",medium,Direction IT,Serveur hébergeant des applications critiques pour Gestion des Flottes. Exécute PostgreSQL.,192.168.195.247,Windows Server 2022,PostgreSQL,"Maintenance des Navires, Ressources Humaines, Gestion des Clients","IT-04152, IT-01634, IT-02632"
IT-05145,Serveur de Sauvegarde - Busan,Serveur de Sauvegarde,"Busan, Corée du Sud",high,Direction RH,Serveur de Sauvegarde utilisé pour Finance et Comptabilité.,192.168.151.5,N/A,Veeam Backup,"Finance et Comptabilité, Gestion des Stocks","IT-04576, IT-03283, IT-02416"
